,hour,day_of_week,roadtype,xccord,ycoord,jam_level
13136,16,2,3.0,-84.398946,33.71573,3
3263,20,4,6.0,-84.349203,33.74872,4
5523,19,6,4.0,-84.395519,33.74496,4
8233,21,6,3.0,-84.453769,33.75077,3
11311,21,1,3.0,-84.392773,33.79355,3
11889,18,7,7.0,-84.337089,33.79234,4
10951,13,3,7.0,-84.371119,33.75161,4
1729,20,7,3.0,-84.449769,33.75128,3
11760,15,7,2.0,-84.354536,33.79171,3
1309,21,6,3.0,-84.392919,33.79307,4
13844,18,3,7.0,-84.441003,33.76497,2
6090,17,5,4.0,-84.389382,33.74423,3
7023,16,7,3.0,-84.390752,33.79199,3
2203,20,2,3.0,-84.38373,33.804582,3
540,13,6,3.0,-84.379846,33.76077,3
5051,11,3,4.0,-84.383052,33.74878,3
8668,12,5,3.0,-84.392894,33.79357,4
8723,18,5,2.0,-84.339071,33.79226,3
13096,21,2,3.0,-84.386505,33.74749,3
4908,21,3,3.0,-84.382459,33.76247,3
8808,10,5,3.0,-84.390817,33.78732,3
5319,20,3,7.0,-84.433926,33.73943,3
14975,20,5,6.0,-84.318033,33.76847,2
15579,16,2,1.0,-84.375249,33.75514,4
12200,12,4,7.0,-84.370902,33.77468,3
15959,22,2,3.0,-84.392919,33.79364,3
2289,18,2,4.0,-84.386592,33.74718,3
12025,23,4,3.0,-84.45083,33.751209,3
7512,20,2,3.0,-84.391994,33.74204,2
14038,11,3,2.0,-84.404047,33.74369,4
1826,12,2,3.0,-84.469792,33.75737,3
8087,20,6,2.0,-84.351484,33.80224,3
8838,11,5,3.0,-84.379216,33.75865,4
7106,21,7,3.0,-84.378943,33.75794,4
1366,18,6,3.0,-84.393078,33.72859,3
10042,12,4,4.0,-84.385251,33.76479,4
12256,23,4,7.0,-84.372551,33.79344,3
14334,16,1,3.0,-84.390353,33.77256,3
1286,19,6,3.0,-84.388607,33.74595,4
13050,1,2,3.0,-84.390979,33.7875,3
13647,21,3,6.0,-84.407803,33.8028,3
15598,22,2,3.0,-84.387927,33.80172,3
3111,19,4,4.0,-84.390799,33.7425,3
894,13,6,3.0,-84.392167,33.73095,3
4298,21,7,3.0,-84.378471,33.75513,3
4126,19,7,3.0,-84.364099,33.74351,3
15513,19,2,3.0,-84.378729,33.75685,4
14217,18,2,3.0,-84.418715,33.7415,3
5870,1,5,7.0,-84.393454,33.75606,4
4204,23,7,3.0,-84.39747,33.718184,4
14552,22,5,3.0,-84.454754,33.75087,3
13879,20,3,6.0,-84.347367,33.77416,4
5380,13,6,3.0,-84.390716,33.74402,3
974,16,6,3.0,-84.390417,33.7687,3
4375,22,7,2.0,-84.387542,33.76128,4
253,21,3,3.0,-84.373715,33.74327,3
15707,22,1,3.0,-84.391225,33.77952,3
8270,18,6,7.0,-84.320082,33.74734,3
5604,19,6,3.0,-84.380271,33.75175,3
10335,21,1,3.0,-84.378257,33.75523,3
6564,21,7,3.0,-84.468302,33.75647,3
2659,17,6,3.0,-84.325378,33.73698,3
12895,19,2,3.0,-84.393895,33.79477,3
6039,13,5,6.0,-84.349233,33.75199,3
10632,19,2,6.0,-84.403205,33.77006,3
630,21,6,2.0,-84.354621,33.78368,3
11830,18,7,3.0,-84.391056,33.77736,3
15956,18,2,3.0,-84.388536,33.80139,2
8392,21,6,3.0,-84.393365,33.79773,3
14848,17,5,3.0,-84.379109,33.75989,3
5587,16,6,3.0,-84.391905,33.7953,3
2483,14,6,3.0,-84.391477,33.78616,3
8303,19,6,3.0,-84.427356,33.74508,3
712,18,6,3.0,-84.381399,33.75075,3
1186,20,6,3.0,-84.428038,33.74543,3
1673,20,7,3.0,-84.399934,33.71362,3
7202,2,7,7.0,-84.389189,33.78179,4
7657,21,2,3.0,-84.391714,33.79925,3
3313,19,1,3.0,-84.391215,33.78083,3
1772,23,7,3.0,-84.401695,33.80129,4
6610,2,7,3.0,-84.390249,33.77503,4
505,12,6,3.0,-84.372832,33.74351,3
5804,17,5,3.0,-84.389056,33.80109,3
6045,21,5,7.0,-84.38673,33.793035,3
12141,0,4,3.0,-84.39157,33.789351,3
6833,22,7,7.0,-84.429387,33.78055,3
10776,22,3,3.0,-84.391215,33.78155,3
3580,18,1,1.0,-84.367695,33.7576,4
5462,15,6,3.0,-84.382165,33.80542,3
3336,0,1,3.0,-84.378571,33.75676,3
2772,14,6,3.0,-84.394463,33.79574,3
14829,18,5,3.0,-84.379678,33.74344,3
5980,15,5,3.0,-84.391186,33.7794,3
6362,18,3,1.0,-84.330535,33.77446,3
12617,23,4,7.0,-84.369859,33.74673,3
10736,10,3,3.0,-84.393611,33.72483,3
3341,3,1,1.0,-84.413551,33.78294,3
358,23,3,3.0,-84.389171,33.76732,3
16143,21,6,3.0,-84.355798,33.74412,3
9975,12,4,6.0,-84.349214,33.74453,2
7167,21,7,3.0,-84.395474,33.72116,3
5136,11,3,6.0,-84.406944,33.74586,3
15597,18,2,3.0,-84.383518,33.80439,3
73,12,3,3.0,-84.386322,33.74759,3
9319,14,6,6.0,-84.389191,33.79212,4
1125,17,6,7.0,-84.367771,33.79989,4
4014,20,5,7.0,-84.473448,33.7713,4
10424,15,1,1.0,-84.414082,33.73902,4
14231,11,2,3.0,-84.387909,33.74677,2
10556,23,1,3.0,-84.399726,33.71363,4
13771,18,3,3.0,-84.393199,33.79357,3
5133,13,3,6.0,-84.348998,33.76999,3
10792,21,3,3.0,-84.400275,33.80105,3
15087,19,5,4.0,-84.391627,33.78149,4
1742,19,7,3.0,-84.378353,33.75459,4
2506,19,6,3.0,-84.392291,33.79918,3
7146,16,7,7.0,-84.4091,33.790943,3
2281,22,2,6.0,-84.362756,33.7738,2
7985,19,6,3.0,-84.382994,33.76294,3
8359,19,6,3.0,-84.412007,33.80443,3
3987,16,5,3.0,-84.390509,33.77104,3
2130,21,2,6.0,-84.359932,33.77249,3
1097,18,6,2.0,-84.371001,33.76134,3
1407,19,6,4.0,-84.3911,33.74185,3
10879,13,3,4.0,-84.381563,33.75015,3
11822,0,7,3.0,-84.391517,33.78734,3
219,11,3,4.0,-84.390141,33.74551,3
4719,17,7,3.0,-84.374207,33.74349,3
14266,12,2,3.0,-84.393141,33.79417,3
6612,20,7,3.0,-84.381844,33.74998,4
4399,1,7,4.0,-84.389899,33.77111,3
12182,1,4,3.0,-84.39032,33.77173,3
15000,21,5,7.0,-84.372124,33.75643,3
2217,19,2,3.0,-84.391424,33.78941,3
12982,22,2,7.0,-84.413612,33.80449,3
9126,15,6,3.0,-84.390683,33.80024,3
12581,20,4,6.0,-84.389274,33.78794,3
3495,21,1,3.0,-84.389473,33.74525,3
3806,19,1,3.0,-84.382173,33.75012,3
12869,12,2,3.0,-84.391298,33.78344,3
15266,13,5,3.0,-84.391543,33.74141,3
157,21,3,7.0,-84.369457,33.77933,3
9996,19,4,7.0,-84.364745,33.71238,2
10174,16,4,3.0,-84.392531,33.79272,3
14235,20,2,3.0,-84.378771,33.75684,3
13493,20,3,3.0,-84.392938,33.79787,4
11098,22,3,2.0,-84.391682,33.78271,3
15798,20,1,1.0,-84.405335,33.7605,2
7441,21,2,3.0,-84.3882,33.746285,3
7236,19,7,2.0,-84.390549,33.76282,4
13539,12,3,3.0,-84.383079,33.74906,3
15757,22,1,3.0,-84.391462,33.78719,3
12375,15,4,7.0,-84.371842,33.75326,3
409,19,3,3.0,-84.391293,33.78596,3
6876,15,7,4.0,-84.336236,33.74485,3
2280,19,2,6.0,-84.363085,33.77377,3
2261,22,2,2.0,-84.391849,33.78371,3
2154,1,2,3.0,-84.39359,33.72503,3
2993,21,4,3.0,-84.398104,33.71677,4
12301,13,4,4.0,-84.337921,33.74519,3
13936,17,3,3.0,-84.382681,33.80537,3
13598,19,3,3.0,-84.392973,33.79375,4
9896,21,4,3.0,-84.392189,33.79183,4
7499,18,2,3.0,-84.387066,33.7474,3
4155,19,7,3.0,-84.398492,33.71584,3
11549,15,7,3.0,-84.391871,33.73559,2
4816,10,3,3.0,-84.4282,33.745521,4
8481,19,6,7.0,-84.428813,33.78964,3
1439,18,6,6.0,-84.407474,33.78198,3
1329,23,6,3.0,-84.390556,33.77024,3
15054,13,5,6.0,-84.349436,33.72306,4
1083,19,6,2.0,-84.417572,33.72666,3
5652,16,6,7.0,-84.367385,33.80188,3
951,22,6,3.0,-84.395892,33.79804,3
10176,20,4,6.0,-84.391929,33.79572,4
2576,17,6,7.0,-84.344547,33.74015,3
1338,17,6,3.0,-84.386541,33.80256,3
15785,21,1,3.0,-84.379226,33.75972,3
9192,1,6,2.0,-84.441242,33.74758,4
3276,12,4,4.0,-84.389615,33.74408,3
2101,12,2,3.0,-84.382655,33.76264,3
11155,18,1,3.0,-84.379677,33.76058,3
10285,19,4,6.0,-84.409948,33.77314,3
16074,22,2,4.0,-84.408051,33.80265,4
2984,21,4,3.0,-84.39366,33.724367,3
5521,18,6,4.0,-84.38789,33.746107,3
13929,16,3,3.0,-84.379258,33.75302,3
3490,19,1,3.0,-84.409935,33.8039,3
4001,19,5,7.0,-84.338747,33.78976,3
5262,21,3,7.0,-84.35227,33.771075,2
6296,16,3,6.0,-84.349216,33.74933,4
5740,11,5,3.0,-84.390139,33.74468,4
5480,19,6,3.0,-84.391031,33.77872,3
15185,11,5,7.0,-84.339755,33.78752,4
5044,12,3,7.0,-84.389061,33.76024,3
4075,21,5,2.0,-84.417739,33.80052,4
8498,21,6,7.0,-84.469818,33.76207,3
4539,23,7,3.0,-84.335211,33.74504,2
13964,18,3,3.0,-84.393139,33.72803,3
14212,13,2,4.0,-84.387417,33.74438,3
5472,16,6,3.0,-84.403477,33.80177,3
11148,3,1,3.0,-84.389874,33.76909,3
10982,14,3,3.0,-84.442255,33.74913,3
12595,22,4,7.0,-84.330636,33.76135,2
11507,12,7,3.0,-84.385311,33.74332,3
14901,12,5,3.0,-84.389614,33.76856,3
7910,20,6,3.0,-84.428379,33.74561,3
3772,1,1,3.0,-84.380314,33.75131,3
35,21,3,3.0,-84.417576,33.74143,3
9460,18,6,7.0,-84.370906,33.77455,4
13329,17,3,3.0,-84.39035,33.773447,2
5545,15,6,3.0,-84.390418,33.77179,3
8468,3,6,2.0,-84.3876,33.757994,3
5599,16,6,3.0,-84.396289,33.79874,4
12133,18,4,3.0,-84.392617,33.79292,3
11355,3,1,1.0,-84.395746,33.76013,4
13190,22,2,7.0,-84.34832,33.77589,4
7427,23,2,3.0,-84.449549,33.75145,2
5922,16,5,3.0,-84.397845,33.80029,4
2423,18,6,3.0,-84.380682,33.76147,3
11063,11,3,1.0,-84.389273,33.78993,2
8599,14,5,3.0,-84.384971,33.74821,4
2776,20,6,3.0,-84.404621,33.80183,4
14202,20,2,1.0,-84.385167,33.77224,4
15112,21,5,7.0,-84.47326,33.770574,4
851,17,6,3.0,-84.400801,33.74395,3
6884,19,7,7.0,-84.386861,33.75401,2
2851,21,6,7.0,-84.367177,33.79354,4
10859,21,3,7.0,-84.336221,33.7992,3
9352,22,6,3.0,-84.436303,33.74686,3
6445,22,3,7.0,-84.389209,33.78345,3
5215,22,3,3.0,-84.381283,33.76146,3
1102,19,6,6.0,-84.349273,33.73561,4
4919,11,3,3.0,-84.390487,33.77101,4
6244,12,3,3.0,-84.388351,33.80115,3
9869,21,4,3.0,-84.381466,33.75069,3
503,12,6,3.0,-84.373719,33.7435,3
15733,21,1,3.0,-84.391204,33.78249,3
685,19,6,2.0,-84.35527,33.797356,3
10000,20,4,4.0,-84.383357,33.7486,3
8511,15,6,4.0,-84.38815,33.745875,3
3018,16,4,3.0,-84.378368,33.75744,3
6915,22,7,4.0,-84.387396,33.74743,3
11137,0,1,3.0,-84.375138,33.74348,4
12546,22,4,3.0,-84.395618,33.79793,3
14716,17,5,3.0,-84.383318,33.80455,3
745,21,6,6.0,-84.389129,33.79375,4
7693,22,2,3.0,-84.425359,33.74425,4
9840,11,4,3.0,-84.378276,33.75576,2
6842,20,7,7.0,-84.397442,33.75009,3
2043,12,2,6.0,-84.4078,33.804916,4
5386,20,6,3.0,-84.391717,33.73957,4
4011,22,5,7.0,-84.348984,33.77414,4
11389,22,1,4.0,-84.392818,33.74472,3
2149,23,2,3.0,-84.392607,33.72953,3
7936,20,6,3.0,-84.34528,33.745661,3
13854,21,3,7.0,-84.384211,33.75907,3
4603,22,7,3.0,-84.388415,33.80112,4
3115,15,4,4.0,-84.350109,33.74479,2
2780,18,6,3.0,-84.403415,33.80162,3
1727,1,7,4.0,-84.384181,33.74889,3
12712,23,4,4.0,-84.387319,33.74495,4
6979,20,7,7.0,-84.425351,33.78572,4
234,11,3,4.0,-84.376934,33.74364,2
8343,15,6,3.0,-84.380848,33.75084,3
13586,14,3,3.0,-84.391409,33.78488,3
5464,22,6,3.0,-84.392019,33.79123,3
8038,23,6,3.0,-84.403022,33.80155,3
4214,22,7,3.0,-84.393344,33.72714,2
1006,19,6,3.0,-84.393472,33.79501,4
10897,12,3,4.0,-84.348349,33.74514,4
8077,23,6,3.0,-84.356802,33.74378,3
11444,17,1,3.0,-84.392513,33.7303,4
15045,13,5,7.0,-84.394099,33.74996,3
4072,21,5,7.0,-84.339519,33.7881,3
7954,19,6,3.0,-84.398747,33.71524,3
9167,18,6,7.0,-84.372114,33.75729,3
11805,19,7,3.0,-84.378307,33.75633,4
15147,12,5,4.0,-84.402439,33.74301,4
15377,22,5,7.0,-84.391945,33.75627,4
12275,20,4,4.0,-84.414779,33.80566,4
11420,22,1,3.0,-84.383279,33.76318,3
10040,11,4,4.0,-84.387501,33.74444,3
9301,20,6,3.0,-84.39722,33.799816,3
9377,23,6,3.0,-84.395201,33.72131,4
5467,16,6,3.0,-84.389773,33.8007,4
5983,13,5,3.0,-84.390913,33.77642,3
12912,17,2,3.0,-84.384358,33.80411,3
9252,21,6,6.0,-84.367922,33.76099,3
1364,20,6,3.0,-84.393478,33.7273,3
5059,19,3,4.0,-84.383731,33.74354,3
12238,11,4,6.0,-84.349004,33.77145,3
7298,0,7,2.0,-84.354784,33.78442,3
8679,17,5,3.0,-84.400997,33.71221,3
12882,22,2,3.0,-84.388741,33.76707,3
6838,18,7,7.0,-84.389068,33.75983,4
6858,22,7,2.0,-84.342093,33.75359,3
5847,20,5,7.0,-84.397941,33.76741,3
11214,18,1,3.0,-84.397344,33.80031,3
3588,21,1,7.0,-84.371252,33.75191,3
9416,21,6,3.0,-84.405264,33.80197,4
4223,21,7,3.0,-84.380432,33.75161,3
1978,18,2,3.0,-84.378982,33.75313,3
1348,19,6,4.0,-84.408148,33.80254,4
15173,11,5,3.0,-84.403055,33.80165,4
10980,19,3,3.0,-84.409933,33.741,3
8068,0,6,7.0,-84.403827,33.78153,3
1887,23,2,3.0,-84.393186,33.72789,3
14300,0,1,3.0,-84.393664,33.72433,3
5966,23,5,3.0,-84.384836,33.76511,4
15330,22,5,7.0,-84.384662,33.78665,3
924,12,6,3.0,-84.391843,33.73686,4
4500,22,7,4.0,-84.387475,33.74738,3
3471,16,1,3.0,-84.384032,33.74859,3
14188,20,2,6.0,-84.349217,33.74344,3
1067,19,6,2.0,-84.382352,33.79674,3
14287,0,1,3.0,-84.393421,33.72651,3
13582,13,3,3.0,-84.390369,33.77234,4
8080,16,6,3.0,-84.393602,33.72627,3
11310,3,1,3.0,-84.387047,33.80201,3
7335,0,7,2.0,-84.386056,33.76014,4
354,15,3,3.0,-84.390049,33.76805,3
11139,4,1,3.0,-84.407876,33.74132,3
6028,21,5,7.0,-84.32867,33.76055,4
14643,2,5,3.0,-84.376615,33.74346,4
10288,14,4,4.0,-84.353067,33.74441,2
451,20,3,2.0,-84.419267,33.79984,4
13911,22,3,4.0,-84.412588,33.74162,3
13510,22,3,6.0,-84.349457,33.72043,4
4137,21,7,3.0,-84.353177,33.74478,3
7948,0,6,3.0,-84.381805,33.75001,3
5830,22,5,7.0,-84.371402,33.75225,2
5103,14,3,3.0,-84.391381,33.78451,3
7113,21,7,3.0,-84.390901,33.79029,4
3633,17,1,6.0,-84.408879,33.77337,4
6493,14,3,4.0,-84.389238,33.74436,3
15009,22,5,1.0,-84.412939,33.78103,2
273,16,3,3.0,-84.389903,33.76789,2
261,20,3,3.0,-84.447682,33.75164,2
8912,20,5,7.0,-84.367419,33.80168,3
8218,19,6,4.0,-84.385824,33.74828,3
8256,19,6,7.0,-84.371039,33.75143,4
14401,1,1,3.0,-84.39131,33.788173,3
9812,18,4,3.0,-84.413274,33.8054,3
15080,12,5,2.0,-84.35144,33.793348,3
11885,20,7,6.0,-84.395348,33.77132,3
286,17,3,3.0,-84.391289,33.78571,3
8662,17,5,3.0,-84.393691,33.79624,3
12980,22,2,7.0,-84.347534,33.77685,4
1684,16,7,6.0,-84.34908,33.766023,3
15143,20,5,4.0,-84.387333,33.74664,3
8878,19,5,2.0,-84.416272,33.78815,4
6252,17,3,3.0,-84.393608,33.79684,3
15998,19,2,2.0,-84.357451,33.78216,4
8410,18,6,1.0,-84.393717,33.80128,3
2466,17,6,3.0,-84.390349,33.77293,3
12087,14,4,3.0,-84.391186,33.7794,2
7308,23,7,7.0,-84.387832,33.78535,3
5735,19,5,3.0,-84.383392,33.74886,4
7317,22,7,4.0,-84.391064,33.74269,3
7135,22,7,4.0,-84.385693,33.80315,4
6421,17,3,3.0,-84.393302,33.79452,2
4386,13,7,7.0,-84.367299,33.8024,3
8730,21,5,6.0,-84.330312,33.77356,3
2486,14,6,3.0,-84.39714,33.799758,3
3302,21,1,3.0,-84.391808,33.73831,4
3202,19,4,3.0,-84.391937,33.73301,4
3846,21,5,3.0,-84.380166,33.74344,4
8223,16,6,3.0,-84.428336,33.74559,3
7947,12,6,3.0,-84.379978,33.75161,3
10880,11,3,4.0,-84.38888,33.766323,3
10207,21,4,7.0,-84.386818,33.75559,4
13036,13,2,3.0,-84.401236,33.80122,4
11338,22,1,7.0,-84.387712,33.74749,4
11835,15,7,3.0,-84.378787,33.75737,3
10052,10,4,3.0,-84.392052,33.7317,3
15611,4,2,7.0,-84.394034,33.75859,4
13752,20,3,3.0,-84.381107,33.76179,4
13481,19,3,3.0,-84.391897,33.73439,3
4501,16,7,3.0,-84.467641,33.75594,3
9002,23,6,3.0,-84.375848,33.74347,2
6010,20,5,2.0,-84.373209,33.80319,2
2927,21,6,2.0,-84.386032,33.76148,4
12730,20,4,3.0,-84.320331,33.72047,2
9594,21,2,3.0,-84.393454,33.79751,4
9591,20,2,3.0,-84.392611,33.79886,3
2918,20,6,4.0,-84.390026,33.7726,3
12842,21,2,3.0,-84.391815,33.73803,4
11595,6,7,3.0,-84.390499,33.76892,4
15511,15,2,3.0,-84.379652,33.75242,3
11881,17,7,7.0,-84.371483,33.7525,3
2539,19,6,7.0,-84.369954,33.74935,4
611,13,6,6.0,-84.349006,33.77125,3
3037,12,4,3.0,-84.379089,33.75986,4
12084,1,4,3.0,-84.379489,33.75264,3
8072,21,6,7.0,-84.388345,33.79162,4
2863,23,6,7.0,-84.338118,33.8033,4
13009,13,2,4.0,-84.390334,33.74388,3
2645,21,6,4.0,-84.387884,33.74477,3
10482,16,1,2.0,-84.416524,33.79961,3
10755,10,3,3.0,-84.385962,33.74778,3
8512,16,6,4.0,-84.388118,33.74532,3
5008,19,3,7.0,-84.444196,33.75584,2
9952,17,4,7.0,-84.3854,33.751473,3
3376,20,1,4.0,-84.378955,33.75598,3
15048,20,5,7.0,-84.384233,33.75763,4
15074,21,5,7.0,-84.348958,33.77489,4
9466,21,6,6.0,-84.389153,33.79309,4
14717,21,5,3.0,-84.390766,33.79986,4
9174,23,6,1.0,-84.424909,33.77228,4
15638,21,1,3.0,-84.392292,33.73047,3
11537,14,7,3.0,-84.379461,33.76033,3
12009,12,4,3.0,-84.367481,33.7435,3
6927,0,7,3.0,-84.362005,33.74351,3
7830,13,2,2.0,-84.41861,33.799706,4
13659,20,3,6.0,-84.391738,33.79894,3
11657,21,7,7.0,-84.362505,33.75377,3
13433,22,3,7.0,-84.387838,33.78485,3
4437,19,7,4.0,-84.348826,33.74681,3
2260,16,2,7.0,-84.373707,33.71293,3
124,11,3,3.0,-84.393596,33.7969,3
10286,19,4,7.0,-84.433704,33.73907,3
4420,18,7,7.0,-84.469802,33.76197,4
6363,19,3,2.0,-84.399128,33.79617,3
8926,19,5,6.0,-84.338012,33.77396,3
9256,20,6,4.0,-84.391627,33.7942,4
5415,23,6,3.0,-84.396119,33.72007,4
13612,10,3,3.0,-84.379646,33.75211,3
11426,20,1,7.0,-84.38869,33.781512,4
13361,22,3,2.0,-84.427038,33.78876,4
11028,20,3,3.0,-84.39027,33.768378,3
404,19,3,2.0,-84.414979,33.78781,3
1362,23,6,2.0,-84.41496,33.787811,4
13367,23,3,3.0,-84.386724,33.80221,3
10936,18,3,3.0,-84.39035,33.773618,3
11288,20,1,3.0,-84.391546,33.7891,3
11353,19,1,7.0,-84.367223,33.80347,4
16044,21,2,3.0,-84.402099,33.80136,3
10132,14,4,3.0,-84.393577,33.72516,3
6977,16,7,6.0,-84.391407,33.79866,3
8657,1,5,3.0,-84.392447,33.79863,3
10596,1,2,3.0,-84.391674,33.74115,3
7240,19,7,7.0,-84.390337,33.77661,4
2457,19,6,3.0,-84.398408,33.80056,3
4466,17,7,3.0,-84.35513,33.744291,3
472,23,3,4.0,-84.390402,33.76686,4
15763,18,1,3.0,-84.392931,33.79367,3
3698,22,1,3.0,-84.378321,33.75658,3
3533,17,1,3.0,-84.405038,33.80192,3
14030,20,3,2.0,-84.331724,33.7729,3
5046,12,3,7.0,-84.411699,33.78632,3
9874,20,4,3.0,-84.391398,33.78473,3
6604,17,7,3.0,-84.394865,33.72175,4
4412,17,7,6.0,-84.347083,33.77425,3
2860,21,6,7.0,-84.403507,33.74614,3
14109,0,2,3.0,-84.388931,33.76718,3
4731,23,7,3.0,-84.378204,33.75558,3
9006,21,6,3.0,-84.368314,33.74347,4
5985,17,5,3.0,-84.390407,33.77191,3
15425,19,5,2.0,-84.417371,33.79963,4
6708,19,7,3.0,-84.391324,33.79315,3
12325,19,4,4.0,-84.387622,33.74643,3
2218,21,2,3.0,-84.392618,33.79319,4
1721,16,7,4.0,-84.388012,33.74602,3
10369,17,1,3.0,-84.391949,33.73235,3
984,19,6,3.0,-84.411067,33.80398,3
6888,19,7,7.0,-84.401815,33.75388,3
12639,21,4,6.0,-84.40747,33.782645,3
13932,17,3,3.0,-84.380466,33.76062,2
11086,21,3,6.0,-84.389121,33.79398,3
2867,20,6,7.0,-84.359949,33.75422,4
11752,19,7,6.0,-84.407315,33.77197,3
1415,20,6,2.0,-84.334145,33.74496,3
6853,20,7,6.0,-84.319458,33.77127,2
9685,13,2,3.0,-84.3759,33.743474,3
6411,22,3,3.0,-84.380113,33.76023,3
1515,17,6,4.0,-84.387596,33.74644,3
1111,19,6,6.0,-84.404859,33.76682,3
8441,22,6,7.0,-84.335828,33.7949,3
7775,21,2,7.0,-84.368915,33.78102,3
3326,22,1,3.0,-84.384451,33.80405,3
11041,23,3,3.0,-84.39209,33.7933,4
9930,18,4,2.0,-84.333199,33.74901,3
1869,22,2,3.0,-84.380256,33.76114,4
85,11,3,3.0,-84.399412,33.71402,2
9486,17,6,7.0,-84.380998,33.75442,3
1876,19,2,3.0,-84.383892,33.74865,3
2761,21,6,3.0,-84.37828,33.755832,3
5388,18,6,3.0,-84.393563,33.72528,2
9780,18,4,3.0,-84.47069,33.757731,3
11197,17,1,3.0,-84.378818,33.7593,4
6027,18,5,7.0,-84.336079,33.79396,4
11360,19,1,4.0,-84.391452,33.78028,4
6937,18,7,3.0,-84.400505,33.71262,3
16149,16,6,3.0,-84.361901,33.74351,3
7338,22,7,7.0,-84.469999,33.76325,3
7075,22,7,3.0,-84.389905,33.76919,3
14328,17,1,3.0,-84.379524,33.7604,2
9987,13,4,7.0,-84.367311,33.80233,3
11024,20,3,3.0,-84.391218,33.78236,3
11080,16,3,2.0,-84.373903,33.80428,4
5346,19,6,3.0,-84.395152,33.74529,3
15291,20,5,3.0,-84.380071,33.75193,3
4358,20,7,6.0,-84.349171,33.76185,4
4651,23,7,4.0,-84.388965,33.74472,3
12589,0,4,1.0,-84.376664,33.79146,4
12081,23,4,3.0,-84.383621,33.74911,2
11168,18,1,3.0,-84.393814,33.7237,3
12938,11,2,3.0,-84.388947,33.74581,3
4218,18,7,3.0,-84.391216,33.78166,3
11342,2,1,2.0,-84.39171,33.782857,4
2757,20,6,3.0,-84.394512,33.72225,4
13570,13,3,3.0,-84.391975,33.73257,3
2074,14,2,4.0,-84.392874,33.74474,3
5750,14,5,3.0,-84.380671,33.75099,3
5592,16,6,3.0,-84.399504,33.80114,4
12681,22,4,4.0,-84.390102,33.76621,4
14306,18,1,3.0,-84.384554,33.74837,3
10843,13,3,7.0,-84.371422,33.7523,4
12217,13,4,7.0,-84.382452,33.78215,2
15204,13,5,6.0,-84.410161,33.77312,3
14343,23,1,3.0,-84.391247,33.78278,4
13944,19,3,6.0,-84.407387,33.77202,3
3916,18,5,3.0,-84.391829,33.79954,4
1465,16,6,7.0,-84.38821,33.721604,3
15256,20,5,3.0,-84.380159,33.75145,3
10539,20,1,3.0,-84.391608,33.78926,3
5151,12,3,3.0,-84.445041,33.75091,3
10761,10,3,3.0,-84.391161,33.77833,4
6414,14,3,3.0,-84.393936,33.72528,4
12523,22,4,7.0,-84.389613,33.78151,4
14865,19,5,3.0,-84.390262,33.77509,3
10576,17,2,3.0,-84.380153,33.76025,2
3940,21,5,6.0,-84.349229,33.7524,3
10800,20,3,3.0,-84.407603,33.80262,3
5061,12,3,6.0,-84.341899,33.7751,4
981,20,6,3.0,-84.391244,33.78274,3
4920,11,3,3.0,-84.39317,33.797442,3
11952,18,7,4.0,-84.388116,33.7453,4
1790,23,7,3.0,-84.384199,33.74849,4
8456,19,6,1.0,-84.349775,33.79838,3
6679,13,7,3.0,-84.388904,33.80117,3
12686,23,4,4.0,-84.389434,33.74397,3
12584,21,4,6.0,-84.389161,33.7929,3
4021,22,5,3.0,-84.404389,33.74221,4
8206,20,6,2.0,-84.391926,33.78458,4
8380,21,6,3.0,-84.380219,33.7518,3
11169,22,1,3.0,-84.398654,33.71546,4
5400,12,6,3.0,-84.390859,33.78029,3
11240,19,1,3.0,-84.389361,33.76746,3
11588,16,7,3.0,-84.389396,33.76748,3
14964,20,5,3.0,-84.393266,33.79444,3
3100,12,4,6.0,-84.349203,33.74732,2
3510,2,1,3.0,-84.378692,33.75651,3
7155,21,7,3.0,-84.393742,33.72505,3
4598,18,7,3.0,-84.381306,33.75084,3
6826,22,7,7.0,-84.382274,33.75468,3
9107,16,6,3.0,-84.401712,33.80129,4
1451,18,6,1.0,-84.395672,33.75938,4
8578,18,5,3.0,-84.396242,33.71991,3
12839,11,2,3.0,-84.396332,33.71978,3
3723,23,1,3.0,-84.379343,33.75898,3
14418,5,1,7.0,-84.388843,33.77189,4
9518,2,6,7.0,-84.438453,33.74397,3
9323,23,6,7.0,-84.382608,33.78013,3
12231,20,4,2.0,-84.391722,33.78291,3
2150,0,2,3.0,-84.378273,33.7557,2
8016,16,6,3.0,-84.391197,33.77987,3
3990,23,5,3.0,-84.37943,33.759114,3
14279,18,1,3.0,-84.383135,33.74343,2
1094,17,6,7.0,-84.370418,33.75428,3
2554,20,6,1.0,-84.33182,33.74853,3
4713,13,7,3.0,-84.356026,33.74379,4
8647,14,5,3.0,-84.391173,33.77885,3
170,11,3,2.0,-84.356131,33.71698,2
11402,0,1,4.0,-84.3878,33.746226,4
13861,22,3,6.0,-84.402777,33.75764,3
11184,20,1,3.0,-84.398737,33.71526,4
2812,20,6,4.0,-84.387641,33.80077,4
7989,21,6,3.0,-84.388684,33.76704,3
8319,21,6,3.0,-84.356075,33.74405,3
5579,15,6,3.0,-84.390859,33.78033,3
5050,20,3,4.0,-84.378263,33.75853,4
